conversation_id,turn_id,user_input,paraphrase,translation_en,intent,entities,assistant_response,was_helpful,user_rating,user_satisfaction,needs_clarification,context_city,context_task,time_period
e3ca72fc-fb17-4abb-9b10-e1d9f32bce75,3,gå til lægen,gå til lægen,[EN] gå [...],påmindelse,"[('task', 'gå til lægen')]",Hvilken opgave? Jeg sætter påmindelse for 'betale regninger'.,True,4.0,7.9,True,,gå til lægen,evening
36ce38eb-c604-4fa9-9cb2-ba165dbe47e3,3,Jeg altså har brug øv for en alarm klokken 18:00,Jeg altså har brug øv for en alarm klokken 18:00,[EN] har for klokken altså [...],alarm,"[('time', '18:00'), ('number', '8'), ('number', '18')]",Du får en alarm klokken 18:00. Husk at gå tidligt i seng! ,False,4.2,7.7,False,,,night
4cd56329-0c00-4203-be52-33cfb6086fd4,3,Hvad sker der i verden?,Hvad sker der i verden venligst?,[EN] sker i [...],nyheder,[],Aktuelle nyheder om klimaændringer: [Resumé],True,4.0,7.5,False,,,afternoon
af24229e-2b94-4f04-a602-bd8f18475bac,3,Hvornår startede 2. verdenskrig?,Hvornår okay startede 2. verdenskrig venligst?,[EN] Hvornår [...],spørgsmål,"[('number', '2')]",25 + 53 = 78.,True,4.3,7.9,False,,,evening
6eb714c4-baa5-4132-8409-3a0a1a55b015,2,Hvad er vejrudsigten måske for hvad i morgen i Næstved?,Hvad er vejrudsigten måske nå for hvad i øhm morgen i Næstved lige nå nu?,[EN] vejrudsigten i Hvad i måske for [...],vejrudsigten,"[('city', 'Næstved')]",I Næstved forventes tåge i dag. Aftenen bliver ,True,5.0,7.6,False,Næstved,,morning
d607cb0a-c47d-4b14-898c-2021ffbf30f7,3,Jeg altså skal vågne klokken 18:00,Jeg altså skal vågne klokken 18:00,[EN] vågne 18:00 [...],alarm,"[('time', '18:00'), ('number', '1')]",Vækkeur sat til 18:00. Godnat! ,True,3.8,7.6,False,,,night
b236cd11-1631-4559-99ff-46c0bc440e32,3,møde med chefen,møde med chefen,[EN] møde [...],påmindelse,"[('task', 'møde med chefen')]",Jeg er ikke sikker på tidspunktet. Alarm sat til 15:30.,True,4.5,8.2,True,,møde med chefen,morning
ae2ee9c1-249e-4edd-ac1e-853e4f185908,2,jtekke emails,jtekke emails,[EN] jtekke [...],påmindelse,[],Hvilken tid?. Jeg sætter alarmen til 18:00.,False,4.1,7.6,True,,tjekke emails,afternoon
b0bf50db-a3be-4a83-9f1f-c8b20b50c9b0,2,Hvad sådan er de nå seneste nyheder?,Hvad sådan er de nå seneste nyt tak?,[EN] sådan seneste Hvad er [...],nyheder,[],Er der et specifikt nyhedsemne du søger?,True,4.9,7.4,True,,,afternoon
687d5f0e-a623-4ef1-bd23-5b2102bae5ea,2,Jeg skal købe ind klokken øhm 07:00,Jeg skal købe ind klokken øhm 07:00,[EN] ind øhm 07:00 [...],påmindelse,"[('task', 'købe ind'), ('time', '07:00'), ('number', '7')]","Okay, jeg husker købe ind til 07:00.",True,4.2,7.7,False,,købe ind,morning
266f25d2-3a70-4ad8-9bc4-fdf3181e17f1,2,Jeg skal vågne øhm klokken 10:00,Jeg skal vågne øhm klokken altså 10:00,[EN] 10:00 øhm [...],alarm,"[('time', '10:00'), ('number', '1'), ('number', '10')]",Alarm planlagt til 10:00. Husk at gå tidligt i seng! ,True,3.9,7.4,False,,,afternoon
c8068384-7419-4d2f-b384-a226ba269c79,3,09:15,09:15,[EN] 09:15 [...],påmindelse,"[('time', '09:15'), ('number', '1'), ('number', '5'), ('number', '9'), ('number', '15')]",Jeg er ikke sikker på tidspunktet. Alarm sat til 07:00.,True,4.0,7.9,True,,træne,evening
6117645a-2a07-4ad3-b7f7-5126916ee1b4,2,Opret påmindelse for træne kl. 18:00,Opret påmindelse for træne kl. 18:00,[EN] træne [...],påmindelse,"[('number', '18')]",Hvad skal jeg minde dig om? Påmindelse sat for 'møde med chefen'.,True,4.8,7.8,True,,træne,morning
c499cdab-bc3f-43d0-90be-a019f849c881,3,Vis overskrifter fra i dag,Giv mig overskrifter fra i dag,[EN] fra i overskrifter [...],nyheder,[],Her er dagens vigtigste nyheder om transport: [Sammendrag],False,4.4,7.5,False,,,morning
7c2a83e2-329b-435e-9623-d0889bef6989,1,Hvem er Danmarks statsminister?,Hvem er Danmarks statsminister venligst?,[EN] Danmarks statsminister? [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,False,4.4,7.2,False,,,evening
3716e3df-e186-430f-832c-0baa6d109e6d,1,Sæt påmindelse om tage medicin klokken 13:45,Konfigurér påmindelse om tage medicin klokken 13:45,[EN] påmindelse klokken om Sæt [...],påmindelse,"[('task', 'tage medicin'), ('time', '13:45'), ('number', '3'), ('number', '4'), ('number', '5'), ('number', '13')]"," Efter tage medicin, Noteret - du vil blive mindet om tage medicin ved 13:45.",True,4.0,7.4,False,,tage medicin,morning
8dfd1cd9-4d48-4e96-b223-2260898c137c,3,Esbjerg,Esbjerg,[EN] Esbjerg [...],vejrudsigten,"[('city', 'Esbjerg')]"," Som du spurgte om tidligere, Vejret i Esbjerg: Let skyet, maks 19 grader. Aftenen bliver ",True,4.0,7.5,False,Esbjerg,,night
c7a94fd4-3e19-4f72-b64f-b475b00008b8,3,Jeg jo skal huske at aflevere rapporten på 15:30,Jeg sådan jo skal huske øhm at okay aflevere rapporten på 15:30,[EN] aflevere at på rapporten [...],påmindelse,"[('task', 'aflevere rapporten'), ('time', '15:30'), ('number', '1'), ('number', '5'), ('number', '15'), ('number', '30')]"," Udover at aflevere rapporten, Påmindelse indstillet til 15:30 for aflevere rapporten.",True,4.0,8.2,False,,aflevere rapporten,afternoon
0c57c9d0-2c41-4f40-b6af-d880c5e719e9,3,øhm Konfigurer måske vækkeur altså til 10:00,øhm Konfigurer måske vækkeur altså til 10:00,[EN] til øhm måske [...],alarm,"[('time', '10:00'), ('number', '1')]",Alarm planlagt til 10:00. Godnat! ,False,4.9,7.7,False,,,morning
c0ec16f3-02ef-4b86-b7c4-9cf62b811efd,1,sådan Hvad er hovedstaden okay i ?,sådan Hvad er hovedstaden okay i  venligst?,[EN] hovedstaden sådan okay i [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,False,4.2,7.2,False,,,night
190825f0-1642-41d5-bcaf-18e9e93b5040,5,Hvordan er vejret i Næstved lige nu?,Hvordan er er okay vejret i Næstved lige nu tak?,[EN] nu? vejret er [...],vejrudsigten,"[('city', 'Næstved')]"," I forhold til i går, I Næstved forventes solskin i dag. Aftenen bliver ",True,5.0,8.4,False,Næstved,,night
36b7f328-159a-46fa-8b53-b31f7520ac89,3,Og øv hvad med nå Horsens?,Og øv hvad med nå Horsens.,[EN] Og hvad [...],vejrudsigten,"[('city', 'Horsens')]",Horsens kan forvente regn i dag med en højeste temperatur på 15 grader. I aften kommer der ,True,4.4,7.8,False,Horsens,,afternoon
64d0181a-e416-4e49-bc1c-bf803163a496,2,Giv mig lige overskrifter fra i øv dag,Giv jo mig lige overskrifter fra hvad i øv lige dag,[EN] mig i fra [...],nyheder,[],Hvilket emne interesserer du dig for?,True,4.8,7.2,True,,,morning
95c25ea7-909d-4724-b642-514502119742,4,betaler regninger,betaler regninger,[EN] betaler [...],påmindelse,[],Hvilken tid?. Alarm sat til 09:15.,True,4.6,7.9,True,,betale regninger,morning
457bdd88-d116-48b1-bbee-7ed60580bfe7,2,Bliver sådan det regn sådan i morgen? Hvordan ser udsigterne ud?,Bliver sådan det regn sådan i morgen? Hvordan er det med ser udsigterne ud lige nu?,[EN] i det Bliver ser udsigterne sådan ud? [...],vejrudsigten,[],Prognosen for Vejle: byger og 16 grader. Aftenen bliver ,True,3.6,7.4,False,Horsens,,night
f78782ac-3418-4da6-a993-77febaa36a52,1,Vil det nå sne i i hvad morgen?,Vil det nå sne i i hvad morgen.,[EN] morgen? hvad det i [...],vejrudsigten,[],"Goddag, jeg kunne ikke genkende byen. Her er vejret i Esbjerg.",True,4.8,7.1,True,,,afternoon
1d43aacd-cc7e-46c4-a0b8-713134e3bf79,2,Hvad sådan er definitionen af bæredygtighed?,Hvad sådan er definitionen af bæredygtighed venligst?,[EN] sådan definitionen af [...],spørgsmål,[],Danmarks statsminister er Helle Thorning-Schmidt.,True,4.7,7.6,False,,forberede præsentation,night
f5890e79-b0d5-4aef-9be1-704015556faf,3,måske Hvordan er vejret i øhm Silkeborg lige nu?,måske Hvordan er det med er vejret i øhm Silkeborg lige nu lige nu?,[EN] vejret øhm er lige måske nu? [...],vejrudsigten,[],Her er vejrudsigten for Esbjerg: Solskin hele dagen med 22 grader. Aftenen bliver ,True,4.9,7.5,False,,,night
fe70cb2b-c431-45c1-8f4d-fd0a9eb1276e,1,Hvad er de altså vigtigste nyheder lige nu?,Hvad er de altså vigtigste nyheder lige nu.,[EN] Hvad nu? nyheder [...],nyheder,[],Hvilken type nyheder ønsker du?,True,4.1,7.1,True,,,night
2d79da39-e019-4bff-925b-813b54c6ebea,1,Kan du synge en sang for mig?,Kan du synge en sang for mig lige nu?,[EN] mig? du en [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.1,6.6,False,,,morning
68eea058-0973-4eb4-b9e8-730cee053e71,1,Hvad er din mening om kunstig intelligens?,Hvad er din mening om kunstig intelligens lige nu?,[EN] din Hvad er [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.9,6.6,False,,,morning
4e490060-f293-4eb5-b5b5-f5636a166982,1,Hvad er din yndlingsfarve?,Hvad er din yndlingsfarve venligst?,[EN] Hvad din [...],out_of_scope,[],Det kan jeg ikke hjælpe med.,False,1.0,6.6,False,,,night
121f6ae6-4c00-427f-9b78-f15a58b7670c,2,Hvad er nå kvadratroden af 144?,Hvad lige er øhm nå kvadratroden af altså 144.,[EN] 144? Hvad [...],out_of_scope,"[('number', '1'), ('number', '4'), ('number', '14'), ('number', '44')]","Beklager, jeg kan ikke hjælpe med det.",False,2.8,6.2,False,,,night
ded3b3f4-2234-46c4-9713-a517c8183181,2,Hvad er hovedstaden øv i Norge?,Hvad er hovedstaden øv i Norger i dag?,[EN] øv [...],spørgsmål,"[('country', 'Norge')]",Norge's hovedstad er Oslo med en befolkning på 5 millioner.,True,4.2,7.5,False,,,evening
121f6ae6-4c00-427f-9b78-f15a58b7670c,1,hvad Hvem skrev 'Den lige lille havfrue'?,hvad Hvem skrev 'Den lige lille havfrue' lige nu?,[EN] lille lige skrev hvad [...],out_of_scope,[],Jeg er kun programmeret til at hjælpe med praktiske opgaver.,False,3.0,6.6,False,,,night
850d6a5c-84ea-41cf-bbc0-6ed7ad18a516,4,okay Hvem skrev 'Den lille havfrue'?,okay Hvem skrev 'Den lille havfrue' tak?,[EN] okay [...],out_of_scope,[],Jeg kan desværre ikke svare på det.,False,1.8,5.4,False,,,night
f40567b2-5339-4ec6-92de-c399a061530a,4,Hvor mange altså bor der i Odense?,Hvor mange altså bor der i Odense i dag?,[EN] i der [...],spørgsmål,"[('city', 'Odense')]",Der bor ca. 180.000 mennesker i Odense.,True,4.2,8.2,False,Odense,,afternoon
9e899be2-ac2b-4b79-97d4-0fa5bff17939,1,Hvordan ser lige vejret ud i weekenden sådan i nå ?,Hvordan står det med ser lige vejret ud i weekenden sådan i nå .,[EN] lige ? Hvordan ud [...],vejrudsigten,[],"Vejret i Randers: Let skyet, maks 19 grader. Aftenen bliver ",True,4.3,7.1,False,,,afternoon
74ea2c8d-fb83-4a18-9810-ecfdb9ab7037,2,måske Hvad er befolkningstallet hvad i Polen?,måske Hvad er befolkningstallet hvad i Polen for mig?,[EN] er måske Hvad [...],spørgsmål,"[('country', 'Polen')]",Befolkningstallet i Polen er omkring ukendt.,True,4.2,7.5,False,,,night
7315a27b-feb9-4780-a572-d238f8565301,2,Kan du sætte okay alarm til jo 21:15?,Kan du sætte okay alarm til jo 21:15 i dag?,[EN] sætte 21:15? du Kan [...],alarm,"[('time', '21:15'), ('number', '1'), ('number', '2'), ('number', '5'), ('number', '15'), ('number', '21')]",Alarm konfigureret til 21:15. Godnat! ,True,4.0,7.5,False,Næstved,,morning
99566f13-42ec-4983-9b4f-35b7909c739e,2,Hvad er 26 plus 96?,Hvad er 26 plus 96 tak?,[EN] 96? Hvad er [...],spørgsmål,"[('number', '6'), ('number', '9'), ('number', '26')]",45 + 90 = 135.,True,4.8,7.5,False,,,afternoon
4482664d-1136-4fc3-b582-aa8c7ff27645,3,Skal jeg tage paraply med i Næstved?,Skal jeg tage paraply med i Næstved.,[EN] paraply i tage med [...],vejrudsigten,"[('city', 'Næstved')]",I dag bliver det regn i Næstved med op til 21 grader. Aftenen bliver ,True,4.9,7.8,False,Næstved,,night
54d5fdd8-114b-4a80-adbf-cb20e2a0db43,1,Hvad betyder bæredygtighed på engelsk?,Hvad betyder bæredygtighed på engelsk lige nu?,[EN] betyder på [...],spørgsmål,"[('word', 'bæredygtighed')]",På engelsk oversættes 'bæredygtighed' til 'bær..'.,True,4.2,7.3,False,,,night
f82a8ad3-647b-47ba-b5f8-d3f234e67520,3,Hvad er de måske seneste nyheder?,Hvad er de måske dagens overskrifetr.,[EN] er [...],nyheder,[],Aktuelle nyheder om uddannelse: [Resumé],True,4.5,7.3,False,,,night
eac17de1-98b9-46f6-bbec-b111f5a941d0,2,måske Hvad er sådan vejrudsigten for i morgen i Frederiksberg?,nå måske Hvad er sådan vejrudsigten for i øhm morgen i lige Frederiksberg for måske mig?,[EN] vejrudsigten i er måske [...],vejrudsigten,"[('city', 'Frederiksberg')]",I dag bliver det klar himmel i Frederiksberg med op til 20 grader. Aftenen bliver ,True,4.7,7.6,False,Frederiksberg,,night
64b48100-088c-4651-80bf-c661f012ea08,2,Hvad er det dybeste punkt okay i jo havet?,Hvad er det dybeste punkt nå okay i jo havet.,[EN] det Hvad okay dybeste [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,1.2,6.2,False,,,morning
aadb021f-7a3f-4430-94d2-1f7dc194879a,3,Har du øhm nyheder om ?,Har du øhm nyheder om  venligst?,[EN] øhm du [...],nyheder,[],Fået! Her er nyheder om kultur: [Oversigt],True,5.0,7.7,False,Herning,,night
5f56655b-1c6b-4e3d-84db-67efc0c6570f,1,Sæt nå en påmindelse til om at øv studere,Indstil nå en påmindelse til om at øv studere,[EN] at øv nå Sæt [...],påmindelse,"[('task', 'studere')]",Hvilken tid?. Jeg sætter alarmen til 15:30.,True,4.3,7.4,True,,studere,morning
77be3cce-252e-4744-98ee-938e5f6c333d,3,Hvordan nå er måske vejret i Silkeborg lige nu?,Hvordan står det med nå er måske vejret i Silkeborg lige nu.,[EN] vejret Silkeborg nu? Hvordan er nå [...],vejrudsigten,"[('city', 'Silkeborg')]"," Som du spurgte om tidligere, Silkeborg kan forvente let overskyet i dag med en højeste temperatur på 25 grader. I aften kommer der ",True,3.6,7.6,False,Silkeborg,,afternoon
fa9a7704-421f-4b69-8bf2-e5d492e4d606,2,18:00,18:00,[EN] 18:00 [...],påmindelse,"[('time', '18:00'), ('number', '1'), ('number', '8')]",Jeg er ikke sikker på tidspunktet. Jeg sætter alarmen til 08:30.,True,4.1,7.8,True,,hente børn,night
eced3401-b8f9-4337-96b6-eee64e0ef373,2,Hvordan ser du ud?,jo Hvordan altså er det med ser du ud hvad i dag?,[EN] Hvordan ser [...],out_of_scope,[],Jeg kan desværre ikke svare på det.,False,1.4,6.7,False,,,night
4274e237-99c4-4d80-a712-8398a0ddae76,3,Hvornår blev Danmark medlem altså af EU?,Hvornår blev Danmark medlem altså af EU okay tak?,[EN] altså EU? Hvornår [...],spørgsmål,[],Danmarks statsminister er Helle Thorning-Schmidt.,True,4.0,7.6,False,,,night
51bf8459-f17c-445d-9e88-9ea0e942a0f5,3,Væk mig ved 09:15,Væk mig hvad ved 09:15,[EN] 09:15 Væk [...],alarm,"[('number', '1')]",Vækkeur sat til 07:00. Husk at gå tidligt i seng! ,True,4.7,7.8,False,,,morning
8f52888e-2130-42f3-b36f-0012052b94bb,2,Jeg skal jo vågne klokken 10:00,Jeg skal jo vågne klokken 10:00,[EN] 10:00 jo [...],alarm,"[('time', '10:00'), ('number', '1'), ('number', '10')]",Alarm sat til klokken 10:00. Husk at gå tidligt i seng! ,True,4.0,7.5,False,,,afternoon
699fde46-5133-4607-8369-b28c5ae9b06e,1,Hvordan laver jeg en omelet?,Hvordan måske står det med laver jo jeg en omelet tak?,[EN] en laver [...],out_of_scope,[],Det spørgsmål ligger uden for min funktionalitet.,False,1.2,6.6,False,,,night
a387f6c2-4e57-4f19-b837-6e4fff918dad,2,Vejle,Vejle,[EN] Vejle [...],vejrudsigten,"[('city', 'Vejle')]"," Sammenlignet med tidligere, I dag bliver det skyet i Vejle med op til 18 grader. Aftenen bliver ",True,4.6,7.4,False,Vejle,,evening
ccea53e7-1261-4d36-9378-8d6b674f8799,1,Opret påmindelse for kl. 21:15,Opret påmindelse for kl. 21:15,[EN] for [...],påmindelse,"[('time', '21:15'), ('number', '1'), ('number', '2'), ('number', '15'), ('number', '21')]",Hvilken opgave? Påmindelse sat for 'tjekke emails'.,True,4.0,7.4,True,,,evening
a8c7c099-f25b-43c2-b1f9-5464a4ab57b7,1,jo Hvornår startede øhm 2. verdenskrig?,jo Hvornår startede øhm 2. verdenskrig tak?,[EN] Hvornår startede [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,False,5.0,7.2,False,,,evening
934687fc-5883-4e2f-9823-55afe1fcb8da,1,Konfigurer vækkeur lige til 07:00,Konfigurer vækkeur lige til 07:00,[EN] lige til [...],alarm,"[('time', '07:00')]",Alarm indstillet til 07:00. Godnat! ,False,4.8,7.2,False,,,morning
5ef04c63-a0b7-48aa-bd12-36a4d07a1725,2,Giv altså mig seneste øv nyhedsopdatering,Giv altså mig seneste øv nyhedsopdatering,[EN] mig seneste øv [...],nyheder,[],Nyheder om kultur: [Oplysninger],False,4.0,7.4,False,,,night
1ded99ef-b4b8-4168-9369-205214b73755,2,Hvordan er vejret i Silkeborg lige nu?,Hvad er øv er vejret i Silkeborg lige jo nu.,[EN] vejret Silkeborg er [...],vejrudsigten,"[('city', 'Silkeborg')]",Vejret i Silkeborg viser klar himmel for i dag. I aften kommer der ,True,4.2,7.5,False,Silkeborg,,afternoon
ccc520c1-d637-4467-b7a0-80242d803b68,2,Hvem nå er Danmarks statsminister?,Hvem nå er Danmarks statsminister venligst?,[EN] er [...],spørgsmål,[],Danmarks statsminister er Lars Løkke Rasmussen.,False,4.1,7.4,False,,,morning
07fb7d3e-0128-4a0b-a53c-5abc6f7e3519,2,Find mig nyheder om hvad måske fra i dag,Find mig nyheder om hvad måske fra i dag,[EN] nyheder mig dag [...],nyheder,[],Er der et specifikt nyhedsemne du søger?,True,4.5,7.2,True,,,morning
46dc804b-0827-4541-8a81-28990a1b9a62,2,aflevere rapporten,aflevere rapporten,[EN] rapporten [...],påmindelse,"[('task', 'aflevere rapporten')]",Jeg er ikke sikker på tidspunktet. Alarm sat til 15:30.,True,4.0,7.8,True,,aflevere rapporten,night
6d06a9f8-7be3-4b03-8cbc-9f220a826648,1,Konfigurer vækkeur til 07:00,okay Konfigurer sådan vækkeur til 07:00,[EN] 07:00 [...],alarm,"[('time', '07:00'), ('number', '7')]",Jeg vækker dig klokken 07:00. Godnat! ,True,4.3,7.2,False,,,evening
5eb20db5-21c9-41db-923d-f8b661c6108d,3,Horsens,Horsens,[EN] Horsens [...],vejrudsigten,"[('city', 'Horsens')]",I dag bliver det klar himmel i Horsens med op til 20 grader. I aften kommer der ,True,4.9,7.5,False,Horsens,,night
29ed6390-d562-479e-b1e7-1ef7946360c5,1,lige Vil sådan det sne i i jo morgen?,lige Vil sådan det sne i i jo morgen i dag?,[EN] sådan i jo Vil [...],vejrudsigten,[],I Odense forventes byger i dag. Aftenen bliver ,True,4.4,7.1,False,,,night
29de7a03-32e5-4a97-8b97-933a257bd6ea,2,08:30,08:30,[EN] 08:30 [...],påmindelse,"[('time', '08:30'), ('number', '3'), ('number', '8'), ('number', '30')]",Hvilken opgave? Påmindelse sat for 'købe ind'.,True,4.6,7.5,True,,,morning
c6e2a3ab-72bd-42a1-a37c-8903685c196d,4,Hvad er 17 plus 43?,Hvad er 17 plus altså 43 tak?,[EN] plus Hvad er [...],spørgsmål,"[('number', '3'), ('number', '4'), ('number', '7'), ('number', '17'), ('number', '43')]",8 + 42 = 50.,True,4.5,6.8,False,,,night
2932106e-7481-4229-bad5-9715a238a352,1,sådan Hvad er hovedstaden i Italien?,sådan Hvad er hovedstaden i Italien venligst?,[EN] sådan hovedstaden Hvad er [...],spørgsmål,[],Danmarks statsminister er Mette Frederiksen.,False,4.2,7.2,False,,,evening
9abf1500-9edc-4983-b817-0f6409007f1c,1,måske Kan jo du synge jo en sang jo for mig?,måske Kan jo du synge jo en sang jo for mig for mig?,[EN] måske jo for jo synge du jo [...],out_of_scope,[],"Mine evner er begrænset til kalender, vejr og nyheder.",False,2.5,6.6,False,,,night
64d0181a-e416-4e49-bc1c-bf803163a496,1,Vis overskrifter fra i dag,Giv mig overskrifter fra i dag,[EN] overskrifter dag [...],nyheder,[],Er der et specifikt nyhedsemne du søger?,True,5.0,7.1,True,,,morning
112db397-83ca-4cc6-9e71-7e5ffc36f512,2,nå Hvad er hovedstaden i Holland?,nå Hvad er hovedstaden i Holland.,[EN] er Holland? Hvad [...],spørgsmål,"[('country', 'Holland')]",Befolkningstallet i Holland er omkring ukendt.,True,4.0,7.5,False,,,afternoon
1de3e339-6e3a-4794-ad73-2db010deb083,2,Hvem er Danmarks statsminister?,nå Hvem er Danmarks statsminister lige nu?,[EN] Hvem er [...],spørgsmål,[],Danmarks statsminister er Lars Løkke Rasmussen.,True,4.4,7.4,False,,,evening
5b9e61e0-1ea2-40f9-8712-8f8ea1620b4c,2,Hvem vandt VM i fodbold i 2018?,Hvem vandt VM jo i fodbold øv i 2018.,[EN] Hvem vandt [...],out_of_scope,"[('number', '1'), ('number', '2'), ('number', '8'), ('number', '18')]",Jeg har ikke information om det emne.,False,2.1,6.2,False,,,morning
4dddd809-e1cd-454d-a927-eda76a5dce83,3,18:00,18:00,[EN] 18:00 [...],påmindelse,"[('time', '18:00'), ('number', '18')]",Hvilken opgave? Jeg sætter påmindelse for 'møde med chefen'.,True,4.0,7.9,True,,gå til lægen,night
953a2dd8-fd06-422a-be9d-03cd79549892,3,nå Sæt en vækkeur til 13:45,nå Konfigurér en vækkeur til 13:45,[EN] 13:45 vækkeur [...],alarm,"[('time', '13:45'), ('number', '1'), ('number', '3'), ('number', '4'), ('number', '5'), ('number', '13'), ('number', '45')]",Vækkeur sat til 13:45. Godnat! ,True,4.3,7.8,False,,,morning
b777d7dc-70de-4728-835a-cbe8874bccfd,1,Hvem er den bedste fodboldspiller nogensinde?,Hvem er den bedste fodboldspiller nogensinde venligst?,[EN] nogensinde? er [...],out_of_scope,[],Det spørgsmål kan jeg ikke besvare.,False,2.3,6.6,False,,,evening
920d82f0-118f-49ee-9917-9da264e81366,2,Hvad er der øv sket inden for ?,Hvad er der øv sket inden for  for mig?,[EN] er inden øv for [...],nyheder,[],Her er dagens vigtigste nyheder om økonomien: [Sammendrag],True,3.9,7.2,False,,,morning
363ffca1-b2ab-4df6-bc84-3549a6104317,4,Hvem vandt VM i fodbold øv i 2018?,Hvem vandt VM i fodbold øv i 2018 venligst?,[EN] vandt VM fodbold i i [...],out_of_scope,"[('number', '1'), ('number', '2'), ('number', '18'), ('number', '20')]",Det kan jeg ikke hjælpe med.,False,1.1,5.4,False,,,evening
7784919f-d313-4ba5-b4e3-c5503b8ed7dc,2,Hvad er den bedste kaffe måske i verden?,Hvad er den bedste kaffe måske i verden.,[EN] kaffe verden? er i [...],out_of_scope,[],Jeg har ikke information om det emne.,False,3.0,6.2,False,,,night
94010523-f8a3-4d64-8889-1465aa4822d9,2,Hvad er den bedste kaffe i verden?,Hvad er den bedste kaffe i verden for mig?,[EN] bedste kaffe i Hvad [...],out_of_scope,[],Jeg har ikke information om det emne.,False,2.2,6.2,False,,,evening
a4c63a2d-b154-4912-8064-02aab6d1b283,3,Hvem vandt seneste okay VM i fodbold?,Hvem vandt seneste okay VM i fodbold.,[EN] Hvem okay fodbold? [...],spørgsmål,[],Danmarks statsminister er Helle Thorning-Schmidt.,True,4.0,7.7,False,,,night
1116f542-0e5b-4309-8b38-389d1226a9c1,1,Hvad er vejrudsigten for i morgen i Silkeborg?,Hvad er vejrudsigten for i morgen i Silkeborg venligst?,[EN] er Silkeborg? [...],vejrudsigten,"[('city', 'Silkeborg')]",For Silkeborg forventes regn med temperaturer omkring 16 grader. Aftenen bliver ,True,4.0,7.2,False,Silkeborg,,afternoon
8bc4afac-fdd5-4679-94e5-2f2c9163f26d,2,Fortæl seneste nyt om,Hvad sker der lige nu om,[EN] Fortæl seneste [...],nyheder,[],Her er dagens vigtigste nyheder om klimaændringer: [Sammendrag],True,3.6,7.4,False,,,night
e0966151-5cf7-4f83-899b-1d7597ad13a3,1,Jeg har brug for lige en alarm måske klokken altså 21:15,Jeg har brug for lige en alarm måske klokken altså 21:15,[EN] alarm en for lige [...],alarm,"[('time', '21:15'), ('number', '1'), ('number', '5'), ('number', '15'), ('number', '21')]",Du vil blive vækket klokken 21:15. Godnat! ,True,3.7,7.2,False,,,afternoon
733c03fb-f07d-4fef-90e8-ce059ee2a0a5,2,måske Jeg måske skal vågne klokken 15:30,lige måske Jeg måske skal vågne klokken 15:30,[EN] klokken vågne skal måske [...],alarm,"[('number', '1'), ('number', '3'), ('number', '15'), ('number', '30')]",Alarm planlagt til 08:30. Husk at gå tidligt i seng! ,True,4.0,7.5,False,,,night
b2775a00-0a64-4cce-84ed-ac2cf69e905f,4,Vis mig nyheder om underholdning,Giv mig seneste nyt om underholdning,[EN] Vis om nyheder [...],nyheder,"[('topic', 'underholdning')]",Seneste nyt om underholdning: [Nyhedsopsummering],True,5.0,8.0,False,,,afternoon
ef0a061c-f890-4015-9ba3-35e846a79dbf,1,jo Giv mig altså seneste nyhedsopdatering,jo Giv hvad mig altså seneste nyhedsopdatering,[EN] mig altså [...],nyheder,[],Jeg har følgende nyheder om klimaændringer: [Rapport],True,4.9,7.1,False,,,morning
56c0e5b0-ac6a-4861-bd0c-8507d16cf14d,1,Hvor mange bor der i Herning?,Hvor mange bor der i Herning tak?,[EN] i Hvor bor [...],spørgsmål,[],Danmarks statsminister er Lars Løkke Rasmussen.,False,4.9,7.2,False,,,afternoon
6297964a-b915-489f-be78-a9716b844b2a,1,Kan du hvad sætte alarm til 10:00?,Kan du hvad sætte alarm til 10:00.,[EN] 10:00? sætte alarm [...],alarm,"[('time', '10:00'), ('number', '1'), ('number', '10')]",Jeg vækker dig klokken 10:00. Godnat! ,True,4.0,7.2,False,,,evening
cfe6ae24-6c26-4ae7-bfba-adecf47946d4,3,Hvad måske er de nå okay vigtigste nyheder lige nu venligst?,Hvad måske er de nå okay vigtigste nyheder lige nu venligst lige nu?,[EN] venligst? nu er lige Hvad [...],nyheder,[],Nyheder om miljø: [Oplysninger],False,4.7,7.3,False,,,night
ef6804ef-6f2d-4317-a2ab-810e826710f7,2,Sæt alarm til 08:30 i morgen,Konfigurér alarm til 08:30 i morgen,[EN] morgen 08:30 [...],alarm,"[('time', '08:30'), ('number', '8'), ('number', '30')]",Alarm sat til klokken 08:30. Husk at gå tidligt i seng! ,True,4.8,7.5,False,,,morning
70fa8369-b6a3-47a5-935b-f5aca1871cf6,4,13:45,13:45,[EN] 13:45 [...],påmindelse,"[('time', '13:45'), ('number', '3'), ('number', '4'), ('number', '13')]",Hvilken opgave? Påmindelse sat for 'studere'.,True,4.0,8.2,True,,,afternoon
